"household.id","sex.ref.person","income.class","region","race.ref.person","family.type","income.rank","population.size","home.type","food","housing","apparel","transportation","healthcare","entertainment","education"
2325535,"male","$70K+","South","black","other household",NA,".33-1.19 million","single family detached",3918,7922.25,416,4136,2991,1247,320
2325583,"male","$70K+","West","white","other household",0.9981,"1.2-4 million","single family detached",2365,33995,420,5225,1800,900,0
2325725,"male","$20K-$29,999","Northeast","asian","Husband and wife only",0.2714,"4 million+","single family detached",1105,4629,0,210,578.4,0,0
2325744,"male","$10K-$14,999","South","white","single person",0.1697,"4 million+","mobile home or trailer",494,709.25,0,255,289.2,283,0
2325793,"female","$70K+","South","white","Other H/W household",0.9436,"125-329 thousand","single family detached",2025,6775,1064,1692,775.2,1544,0
2325894,"male","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.943,"1.2-4 million","single family detached",3670,7688,315,2513,353,1142,0
2325895,"male","$70K+","West","white","H/W, own children only, oldest child under 6 years old",0.9429,"1.2-4 million","single family detached",3003,9030,55,1208,670,267,0
2325963,"female","$5K-$9,999","West","asian","single person",0.0896,"4 million+","apartment or flat",416,780,30,18,292.2,0,0
2326183,"female","$10K-$14,999","Midwest","black","one parent, female, at least one child under 18 years old",0.0998,"125-329 thousand","single family detached",1885,525,863,0,0,730,0
2326184,"female","$10K-$14,999","Midwest","black","one parent, female, at least one child under 18 years old",0.0999,"125-329 thousand","single family detached",520,585,201,0,0,153,0
2326185,"female","$15K-$19,999","Midwest","black","one parent, female, at least one child under 18 years old",NA,"125-329 thousand","single family detached",1950,2221,105,360,0,240,0
2326313,"female","$5K-$9,999","South","white","Husband and wife only",0.0604,".33-1.19 million","single family detached",1105,897.5,23,60,1175.4,0,0
2326344,"female","$70K+","West","white","one parent, female, at least one child under 18 years old",0.7227,"1.2-4 million","row or townhouse inner unit",1469,8936.25,215,1301,438,917,0
2326365,"female","$50K-$69,999","South","white","Husband and wife only",0.5645,"125-329 thousand","single family detached",1790,2799.5,323,21947,1184,17085,0
2326525,"female","$5K-$9,999","West","white","single person",0.0644,"125-329 thousand","3-plex or 4-plex",650,1344,30,795,552,0,0
2326574,"female","<$5K",NA,"white","Husband and wife only",0.0063,NA,"single family detached",1054,2766,220,1093,160,426,0
2326575,"female","$70K+",NA,"white","Husband and wife only",0.7638,NA,"single family detached",1495,3161,165,1035,45,20,0
2326643,"female","$15K-$19,999","Midwest","white","single person",0.1694,"less than 125 thousand","apartment or flat",650,946,80,540,0,80,300
2326724,"male","$70K+","South","black","Husband and wife only",0.8395,".33-1.19 million","single family detached",2925,1747.25,400,2638,2276,241,0
2326725,"male","$70K+","South","black","Husband and wife only",0.8395,".33-1.19 million","single family detached",3705,1781.25,123,29401,2311,333,0
2326803,"female","$20K-$29,999","West","white","Other H/W household",0.289,"125-329 thousand","single family detached",1040,3072,0,474,450,480,0
2326854,"female","$70K+","Northeast","white","Husband and wife only",0.7771,"4 million+","single family detached",1495,9696,133,5159,4589,772,0
2326855,"female","$70K+","Northeast","white","Husband and wife only",0.7521,"4 million+","single family detached",2380,7634,159,2410,2030,1195,0
2326983,"female","$30K-$39,999","South","black","other household",NA,"1.2-4 million","end row or end townhouse",2665,6672,0,828,0,545,0
2327044,"female","$40K-$49,999","South","white","one parent, female, at least one child under 18 years old",0.5249,"1.2-4 million","single family detached",2535,3722.75,350,1076,201,797,0
2327065,"male","$30K-$39,999","South","white","one parent, male, at least one child under 18 years old",0.3633,"1.2-4 million","mobile home or trailer",1560,2143,0,1200,12,0,0
2327213,"female","$70K+","Northeast","white","Other H/W household",0.7879,"4 million+","single family detached",2210,10060.5,416,3917,956.2,691,0
2327254,"female","<$5K","Midwest","white","one parent, female, at least one child under 18 years old",0.0175,"less than 125 thousand","mobile home or trailer",754,862,49,300,65,375,0
2327325,"male","$70K+","South","white","single person",0.7095,"125-329 thousand","single family detached",1812,3414,45,1503,350,727,0
2327403,"male","$70K+","Midwest","white","other household",0.9155,"4 million+","single family detached",2062,4147,5550,1353,235,524,0
2327464,"female","$20K-$29,999","South","white","other household",0.3147,"less than 125 thousand","apartment or flat",3325,3120,674,1271,0,247,0
2327495,"female","$70K+","Northeast","white","one parent, female, at least one child under 18 years old",NA,".33-1.19 million","single family detached",1222,2593,111,3227,596,20,0
2327583,"male","$70K+","Northeast","white","Husband and wife only",NA,"4 million+","single family detached",2625,7157,1789,5175,2364.2,1250,0
2327604,"female","$70K+","Midwest","white","other household",0.9514,"1.2-4 million","single family detached",2241,9625,201,1885,1096,3826,0
2327685,"male","$40K-$49,999","South","white","single person",0.4992,"125-329 thousand","apartment or flat",1105,2022,0,720,539.2,222,0
2327813,"male","$10K-$14,999","Northeast","asian","single person",0.1092,"4 million+","single family detached",1170,1581,167,3600,0,85,0
2327884,"male","$50K-$69,999","West","white","other household",NA,"1.2-4 million","single family detached",845,5237,0,627,0,45,0
2327915,"male","$50K-$69,999","Northeast","white","Husband and wife only",0.613,"4 million+","single family detached",7850,18024,636,3115,7866.4,6119,0
2327993,"female","$50K-$69,999","Northeast","white","single person",0.5732,"4 million+","apartment or flat",429,1833,126,1158,569,649,0
2328034,"female","$40K-$49,999","West","white","single person",0.204,"1.2-4 million","single family detached",1881,3140,499,5094,3363,2625,0
2328123,"female","$50K-$69,999","Midwest","white","Husband and wife only",0.5324,"1.2-4 million","single family detached",2275,2763,1391,940,888.4,710,0
2328145,"male","$70K+","South","white","other household",0.9319,"less than 125 thousand","single family detached",3770,3035,350,1475,1284,779,0
2328184,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.9474,"1.2-4 million","single family detached",2368,6150,596,3163,3237,1227,0
2328253,"female","$20K-$29,999","South","black","one parent, female, at least one child under 18 years old",0.3379,"less than 125 thousand","mobile home or trailer",2470,3696,1056,771,0,344,30
2328265,"male","$30K-$39,999","South","white","H/W, own children only, oldest child over 17 years old",0.3736,"125-329 thousand","mobile home or trailer",1755,1463.5,162,15245,183,0,0
2328294,"female","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",0.8437,"125-329 thousand","single family detached",2867,2536,450,10230,1145,932,0
2328373,"female","$70K+","Northeast","white","other household",NA,"4 million+","high-rise",1705,8718,610,870,150,111,0
2328425,"male","$30K-$39,999","West","white","one parent, male, at least one child under 18 years old",0.4442,"1.2-4 million","apartment or flat",2275,5471,375,980,25,280,0
2328494,"male","$30K-$39,999","West","white","single person",0.367,"4 million+","apartment or flat",1430,2621,215,379,90,201,0
2328543,"male","$30K-$39,999","South","white","Husband and wife only",0.4284,"1.2-4 million","single family detached",1690,3061,200,730,889.2,120,0
2328585,"male","$10K-$14,999","Midwest","white","single person",0.106,"125-329 thousand","single family detached",1040,1711,0,249,513,270,0
2328654,"male","$70K+","Midwest","white","Husband and wife only",0.9587,"4 million+","single family detached",1925,7140,515,2410,4064,99,3900
2328663,"female","$50K-$69,999","West","white","H/W, own children only, oldest child under 6 years old",0.5728,"125-329 thousand","single family detached",689,5718,437,2645,1030,520,0
2328755,"male","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.8402,"125-329 thousand","single family detached",3865,5830,45,2647,563,1352,0
2328804,"male","$70K+","West","white","Husband and wife only",0.8702,"4 million+","end row or end townhouse",2340,4336,513,3353,1178,1270,0
2328873,"male","$70K+","West","white","Other H/W household",NA,"4 million+","single family detached",3790,2903.75,90,3002,60,850,0
2328885,"female","$40K-$49,999","Northeast","white","one parent, female, at least one child under 18 years old",NA,"125-329 thousand","apartment or flat",3250,6084,427,9838,2090,1229,0
2328984,"male","$70K+","Northeast","white","H/W, own children only, oldest child 6-17 years old",0.8577,"4 million+","high-rise",3037,4396,240,1365,554,973,390
2329003,"male","$50K-$69,999","West","white","single person",0.6295,"less than 125 thousand","single family detached",1750,2730,160,2521,450,336,0
2329005,"male","$40K-$49,999","West","white","single person",0.4655,"less than 125 thousand","single family detached",1105,2685,0,877,0,75,0
2329124,"female","$50K-$69,999","South","white","one parent, female, at least one child under 18 years old",NA,"1.2-4 million","single family detached",1950,5568,0,1676,610,0,0
2329155,"male","$70K+","South","white","H/W, own children only, oldest child 6-17 years old",NA,"less than 125 thousand","single family detached",3332,3125,357,1500,750,890,0
2329163,"male","$40K-$49,999","South","white","H/W, own children only, oldest child 6-17 years old",NA,"4 million+","apartment or flat",1365,1988,946,5591,0,418,0
2329274,"female","$70K+","Midwest","white","H/W, own children only, oldest child 6-17 years old",0.9889,"1.2-4 million","single family detached",2554,15905,1406,2153,349,5308,0
2329283,"male","$70K+","South","white","single person",0.856,"1.2-4 million","apartment or flat",2210,3254,2809,825,150,382,0
2329305,"male","$40K-$49,999","South","white","Other H/W household",0.5568,"125-329 thousand","single family detached",2301,3912,120,680,0,150,50
2329403,"female","$50K-$69,999","West","white","other household",NA,"4 million+","single family detached",1820,3565,200,246,0,48,0
2329404,"female","$40K-$49,999","West","white","other household",NA,"4 million+","single family detached",1300,2330.5,60,426,0,45,0
2329435,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",0.7157,"125-329 thousand","single family detached",2261,4384,0,17860,0,420,0
2329533,"male","$10K-$14,999","Midwest","white","single person",NA,"1.2-4 million","high-rise",325,3270,0,110,289.2,0,0
2329534,"male","$10K-$14,999","Midwest","white","single person",NA,"1.2-4 million","high-rise",351,897,0,150,289.2,0,0
2329605,"male","$70K+","South","black","Husband and wife only",0.9138,"125-329 thousand","single family detached",3060,5822,227,1630,232,591,0
2329643,"male","$70K+","Northeast","white","Husband and wife only",0.8252,"1.2-4 million","single family detached",1690,2683.75,48,1776,403,1310,0
2329644,"male","$70K+","Northeast","white","Husband and wife only",0.8219,"1.2-4 million","single family detached",1775,2412.75,53,1851,176,570,0
2329865,"female","$30K-$39,999","West","native american","Husband and wife only",0.4126,"125-329 thousand","single family detached",3024,5747.5,310,1560,260,145,0
2329904,"female","$20K-$29,999","Northeast","white","H/W, own children only, oldest child under 6 years old",NA,"1.2-4 million","single family detached",455,1306,685,993,0,994,0
2329973,"male","$70K+","South","white","H/W, own children only, oldest child over 17 years old",NA,".33-1.19 million","single family detached",2340,2676,326,2299,186,455,0
2330075,"male","$20K-$29,999","Northeast","white","single person",NA,".33-1.19 million","high-rise",780,1833,10,360,0,342,0
2330093,"female","$40K-$49,999","Midwest","white","single person",0.4771,"1.2-4 million","single family detached",853,2703,95,921,905.2,472,0
2330094,"female","$70K+","Midwest","white","single person",0.4831,"1.2-4 million","single family detached",1370,2999,54,307,2014.2,1578,0
2330233,"female","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",0.5713,".33-1.19 million","single family detached",2470,2765,0,1660,1500,641,10
2330235,"female","$50K-$69,999","South","white","H/W, own children only, oldest child 6-17 years old",NA,".33-1.19 million","single family detached",2651,3879,80,1800,977,1216,0
2330244,"male","$70K+","West","asian","H/W, own children only, oldest child over 17 years old",0.7205,"4 million+","single family detached",3055,2727,0,1058,60,545,0
2330393,"male","$70K+","Midwest","white","H/W, own children only, oldest child over 17 years old",NA,"less than 125 thousand","single family detached",4525,1949,78,350,835,290,0
2330425,"male","$50K-$69,999","West","asian","H/W, own children only, oldest child under 6 years old",NA,"4 million+","garden",2275,9126,350,2981,695,755,300
2330434,"male","$30K-$39,999","South","white","single person",0.4249,".33-1.19 million","end row or end townhouse",715,4128,84,353,330,1426,0
